,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9
AP000866.1,0.000606749,0.000202961,0.002387987,0.000221937,0.000272015,0.00020861,0.002082542,0.000644861,0.000323151
ROBO3,0.000620972,0.000479606,0.002451292,0.000262881,0.000312763,0.000169099,0.002304092,0.000922513,0.00028855
ROBO4,0.015247951,0.010586029,0.242441952,0.000318837,0.000869505,0.00078411,0.124717854,0.040970743,0.000293629
HEPACAM,0.01812987,0.012298702,0.008693088,0.046545714,7.33E-05,0.033778235,0.128172383,0.069741458,0.08829049
HEPN1,0.164379612,0.00881135,0.002222199,0.000117957,0.042027578,0.000359731,0.004870844,0.026382759,0.048824564
CCDC15-DT,0.00047941,0.000146318,0.001935175,0.00024264,0.000140121,0.000138012,0.002128693,0.000402672,0.000217582
CCDC15,0.000550632,0.000213876,0.002079298,0.000202167,0.000198668,0.000166696,0.002036894,0.000432797,0.0002651
SLC37A2,0.000515532,0,0.001567897,0.000121094,0.000236563,0.000152899,0.001163032,0.000144672,0.000249457
TMEM218,0.032974653,0.005780027,0.003424586,0.000289497,0.001084543,0.000324062,0.332181066,0.010067932,0.000637517
PKNOX2,0.026415948,0.001299534,0.001953428,0.043647792,0.0355369,0.00010936,0.131914034,0.025511714,0.080267541
FEZ1,0.000849599,0.012530093,0.002520111,0.00114083,0.000371881,0.000272076,0.002115115,0.016968489,0.00056781
EI24,0.010633028,0.011713125,0.002522899,0.000390993,0.000524821,0.001125699,0.002342254,0.060835909,0.000404052
STT3A,0.572240889,0.256556511,0.50153625,0.097258538,5.64E-05,0.080467425,1.145370603,0.271801531,0.351124614
CHEK1,0.137090862,0.056824785,1.168700099,0.140160456,0.106102861,0.054969586,1.054692626,0.1469924,0.25665468
HYLS1,0.036892265,0.00258316,0.002378913,0.00053849,0.000274219,0.000411846,0.003473054,0.0032431,0.040999703
PUS3,0.020096995,0.004157634,0.004134901,0.000191191,0.000847638,0.000205569,0.196938083,0.00535473,0.000872303
DDX25,0.112800159,0.022905499,0.001266091,0.040618405,0.053575777,0.00021821,0.187568381,0.01358625,0.099683076
VSIG10L2,0.000642958,0.000280382,0.002116577,0.000180264,0.000287415,0.000221911,0.002479417,0.000623843,0.000355421
CDON,0.000677854,0.000325325,0.002261423,0.000327865,0.000230623,0.000155894,0.002165888,0.001732935,0.00030793
AP000821.1,0.010634324,0.005831148,0.003821636,0.000158674,0.000426764,0.000173375,0.00579855,0.008530638,0.000672345
RPUSD4,0.00053032,0.000212666,0.002271312,0.000233887,0.000259866,0.000184832,0.001983191,0.000474233,0.000308414
FAM118B,0.054064196,0.02542394,0.001574936,0.047222935,0.00020778,0.000127558,0.385634661,0.010666442,0.052799605
SRPRA,0.002834924,0.005519336,0.003176767,0.000641537,0.000596755,0.000554496,0.130552471,0.017721467,0.001115332
FOXRED1,0.129402876,0.015117013,0.576057553,0.002465027,0.051152438,0.039890639,0.775038064,0.068783514,0.133054063
TIRAP,0.183631912,0.062063918,0.003955782,0.000581179,0.03900139,0.035792101,0.54579699,0.057122421,0.087186716
AP001318.2,0.075627036,0.013090592,0.002424933,0.000368712,0.039872706,0.000183542,0.001868305,0.022214221,0.0001395
DCPS,0.068329744,0.000145079,0.001763589,0.000157096,0.000157097,0.000120728,0.001578525,0.003295526,0.000215141
GSEC,0.170686334,0.076645441,1.057304621,0.000504429,0.088262394,0.083896413,0.532154799,0.082782522,0.001693017
ST3GAL4,0.013705303,0.00964453,0.003298416,0.00019286,0.044968724,0.000191685,0.128195807,0.030844582,0.000320447
KIRREL3,0.229014516,0.018641477,0.008005871,0.044112284,0.124262184,0.000101335,0.461391985,0.092592776,0.118990451
AP001783.1,0.000404663,0,0.001894822,0.000159385,0.000151885,0.000107834,0.001535039,0.000331244,0.04009825
ETS1,0.002321417,0.000417434,0.002220554,0.00022002,0.000288198,0.000222291,0.00321592,0.001461258,0.000322802
AP001122.1,0.016341187,0.07315363,0.462694526,0.04878227,0.089865841,0.031196933,0.288774669,0.30585438,0.04765705
FLI1,0.000438893,0,0.001925593,0.000149896,0.000202423,0.000146535,0.001457275,0.000180089,0.000287153
SENCR,0.029348243,0.023403853,0.001871412,0.044005483,0.044061519,0.000949277,0.152322829,0.176659703,0.126067787
KCNJ1,0.000760024,0.000401727,0.002425662,0.000352023,0.000243978,0.000152612,0.002787902,0.002707251,0.000345305
KCNJ5,0.000512511,0.000162394,0.002160425,0.000207679,0.000224592,0.000185011,0.001845633,0.000536077,0.000309384
C11orf45,0.01709274,0.002593729,0.002946405,0.000466621,0.000182374,0.000577421,0.002667429,0.010716436,0.000747655
ARHGAP32,0.000535256,0.000159783,0.002100576,0.000199316,0.000211487,0.000148835,0.001874525,0.000519549,0.000299504
BARX2,0.016957458,0.008731071,0.216889173,0.000385456,0.000359153,0.000322079,0.00616847,0.006565149,0.000473761
AP003327.2,0.000471599,0.000116903,0.212198436,0.00014758,0.000221042,0.000150777,0.001519937,0.000239387,0.000299904
TMEM45B,0.000502925,0.000138814,0.001987434,0.000207665,0.000225467,0.000138152,0.001703935,0.000364251,0.000347638
NFRKB,0.305941582,0.131241515,1.735534668,0.129511744,0.130409405,0.076945908,1.213588595,0.020673325,0.269869953
PRDM10,0.04315713,0.025770128,0.281709909,0.000111555,0.01055739,0.035363749,0.12072932,0.122006074,0.049900919
LINC00167,0.076088428,0.005194332,0.002539542,0.000458085,0.000521033,0.028380018,0.121711962,0.026291531,0.037754513
APLP2,0.000520939,0.000154429,0.002276639,0.000199751,0.000201321,0.000151952,0.001868093,0.000712404,0.000293899
ST14,0.510309339,0.392948359,1.610456347,0.26220271,0.259865373,0.2049952,1.729171872,0.370306045,0.234084785
ZBTB44,0.046274394,0.045459777,1.462137222,0.079366207,0.096998662,0.000381128,0.157733828,0.086867422,0.089256383
ZBTB44-DT,0.101920381,0.034753617,0.006714451,0.047897138,0.055832651,0.00012796,0.517798781,0.087093368,0.001019358
ADAMTS8,0.000507096,0.000229854,0.002189829,0.000209984,0.000202309,0.00016847,0.001933054,0.000427223,0.000281513
ADAMTS15,0.001144001,0.003736683,0.226301312,0.000213729,0.041440029,0.036227457,0.003286101,0.020596677,0.000294295
C11orf44,0.008821959,0.004639177,0.003581731,0.000310867,0.000366956,0.000231955,0.133801982,0.047094248,0.001358759
AP003486.1,0.000822159,0.000155337,0.002166556,0.00020292,0.000216155,0.000189067,0.002051748,0.000427277,0.00037303
SNX19,0.000861114,0.000888852,0.003313503,0.000318238,0.000350288,0.000150437,0.003407449,0.009465547,0.000371354
NTM,0.021372627,0.022138586,0.00350614,0.000237795,0.000244436,0.000100664,0.119087175,0.087804392,0.001592033
OPCML,0.007263718,0.001207397,0.224961624,0.000248983,0.000284407,0.000161032,0.002573481,0.00414469,0.000315188
IGSF9B,0.0005428,0.000247815,0.002609239,0.000213546,0.000252997,0.000165716,0.002097214,0.000430833,0.000302644
JAM3,0.003962191,0.000240693,0.002301426,0.036140736,0.000358525,0.000221765,0.001827292,0.001274197,0.000527633
NCAPD3,0.003722991,0.001500326,0.224263579,0.000227795,0.08104527,0.000111454,0.600445747,0.086500518,0.047730923
VPS26B,0.010377324,0.010766474,0.002598358,0.044013187,0.036307435,0.055240948,0.126555279,0.014194583,0.037577126
THYN1,0.05658466,0.093326285,0.230744004,0.006022969,0.03922325,7.01E-05,0.65196538,0.098892137,0.158924207
ACAD8,0.043778788,0.024488166,0.244798169,0.04811275,0.051375866,0.037153132,0.197244704,0.052244741,0.112274647
GLB1L3,0.077792764,0.025420742,0.002892963,0.000537014,0.000219862,0.002334215,0.004856667,0.075268596,0.00066248
GLB1L2,0.000477203,0.000148344,0.001956045,0.000207282,0.000223016,0.000169932,0.001811673,0.000456842,0.000294608
B3GAT1,0.000530543,0.000209866,0.002331476,0.000252422,0.000168011,0.000120196,0.001889745,0.001046134,0.038962316
AP004608.1,0.000484426,0.000212121,0.001996157,0.000395764,0.000167903,0.000127935,0.001655275,0.00672575,0.000309404
IQSEC3,0.002843442,0.001691396,0.0021206,0.00024759,0.000198614,0.00019341,0.003737697,0.000615508,0.043313656
AC026369.3,0.002611973,0.000277796,0.002508895,0.000121967,0.041017752,0.000152666,0.001812317,0.015150205,0.000352609
AC026369.2,0.000530619,0.000207209,0.002114912,0.000221029,0.00021949,0.000156091,0.001958531,0.000463947,0.000302107
AC007406.3,0.001166199,0.000196796,0.002536929,0.000265498,0.00025438,0.000185132,0.002139627,0.00046947,0.000309695
SLC6A12,0.000539838,0.000206144,0.002148549,0.000202097,0.000273635,0.000163928,0.001848469,0.000535846,0.000386231
SLC6A13,0.038539253,0.028209746,0.001893168,0.048528854,0.107480533,0.00182947,0.002595362,0.033396423,0.083500579
AC007406.2,0.01045249,0.003155312,0.002193087,0.000340798,0.000285101,0.000221322,0.388709813,0.001362344,0.000479957
AC007406.5,0.006003092,0.000324894,0.002286871,0.000208188,0.00027476,0.000200611,0.001987383,0.000558624,0.000476301
KDM5A,0.001235996,0.00073204,0.00240062,0.000274181,0.00032479,0.00017021,0.002108231,0.000452394,0.000496309
CCDC77,0.031609345,0.013827861,0.221573398,0.000287183,0.050323922,0.000319435,0.501231551,0.041395716,0.072810791
B4GALNT3,0.001052997,0.001481524,0.219321519,0.000346106,0.00018657,0.000133382,0.002801788,0.001029381,0.044246547
NINJ2,0.000619458,0.000121613,0.193570346,0.00015813,0.000165295,0.000142263,0.001444183,0.001915742,0.000285783
AC006205.2,0.085829549,0.002600999,0.001729186,0.000160497,0.069521993,0.080237702,0.198149413,0.028530672,0.115490399
AC021054.1,0.049076524,0.000205135,0.002271801,0.000286927,0.000220366,0.030619482,0.001581703,0.001158728,0.000325453
WNK1,0.013851078,0.032239325,0.00208886,0.000817247,0.000421659,0.000178578,0.002583165,0.031065181,0.08469706
RAD52,0.174731314,0.101951852,0.316340923,9.92E-05,0.052464042,0.08505363,0.737729549,0.183809847,0.096061535
AC004803.1,0.010318498,0.012077689,0.233599603,0.00029765,0.086714402,0.000531777,0.004378529,0.020054782,0.000757367
ERC1,0.002973881,0.00037094,0.002354511,0.000180508,0.000401758,0.000239398,0.001830309,0.000619979,0.000676659
LINC00942,0.030349245,0.001014632,0.002706953,0.000276663,0.000380643,0.00046409,0.118120968,0.02011954,0.000523956
WNT5B,0.114178635,0.018654965,0.001695276,0.047818787,3.57E-05,0.03763485,0.387696654,0.007264083,0.050520968
FBXL14,0.001093826,0.001222868,0.00265801,0.000157178,0.000533312,0.000245057,0.126914814,0.017998256,0.000523834
ADIPOR2,0.00081065,0.000276365,0.002236548,0.000239031,0.000194312,0.000165966,0.001846895,0.000714043,0.000344011
CACNA2D4,0.223154083,0.02712106,0.291677922,0.048658319,0.040314339,0.000203387,0.524251461,0.072191693,0.073804945
LRTM2,0.001957702,0.000879954,0.002217803,0.000375188,0.000245082,0.000220506,0.137396157,0.050289359,0.000776213
DCP1B,0.000846149,0.000460382,0.002464143,0.000329293,0.000365296,0.00016789,0.002204851,0.000468192,0.000340721
CACNA1C,0.017195961,0.001777129,0.233488023,0.049927276,0.001591064,0.000264439,0.005184163,0.01187087,0.00099217
CACNA1C-AS2,0.003856736,0.000333352,0.002323892,0.000436491,0.000566673,0.03455082,0.004382392,0.070226341,0.000736238
FKBP4,0.00201413,0.000475457,0.00271054,0.000297967,0.000244677,0.000194825,0.003217865,0.001528765,0.000352794
ITFG2-AS1,0.091114454,0.081344865,0.763526022,0.101250514,0.079095565,0.032854598,0.683937371,0.096582659,0.128958359
ITFG2,0.00578233,0.000690812,0.003353734,0.000381022,0.00036972,0.000231738,0.002626269,0.000840105,0.00034298
NRIP2,0.028934304,0.025647052,0.224041581,0.04569203,0.045280326,0.036288857,0.225612953,0.001489914,0.000328781
FOXM1,0.075844601,0.000973964,0.002877188,0.0004571,0.000272464,0.000522129,0.003390712,0.010998441,0.000566462
RHNO1,0.061111249,0.018224763,0.001780598,0.047580078,0.046003271,0.000525984,0.289254755,0.053873193,0.041006874
TULP3,0.015839651,0.002416515,0.001903894,0.000297342,0.000253906,0.003498032,0.008433662,0.030129217,0.08955957
AC005911.1,0.015451587,0.019658692,0.002906661,0.052662782,0.000498054,0.001186544,0.266692996,0.005095732,0.000710092
TEAD4,0.000524303,0.000148299,0.002282877,0.000218493,0.00022684,0.000170652,0.001766506,0.000649108,0.000376029
TSPAN9,0.023320405,0.023434168,0.002408433,0.000637704,0.000221899,0.001663007,0.015813163,0.027208347,0.001956413
LINC02827,0.313571334,0.02843835,0.00881985,0.011569525,0.000180903,0.000630925,0.823300958,0.105416611,0.133741632
CRACR2A,0.000503283,0.000168049,0.002128729,0.000207087,0.000206596,0.000146192,0.00193901,0.000438933,0.000292577
PARP11,0.00146952,0.001787818,0.00284277,0.000301551,0.000408007,0.000257612,0.003122724,0.009597367,0.000475674
AC005842.1,0.001041201,0.009161678,0.00431158,0.00021921,0.000577431,0.000314239,0.251946419,0.004254463,0.000532793
AC084375.1,0.000575246,0.000167155,0.00230335,0.000230193,0.00023119,0.000145063,0.001957237,0.000602564,0.000290409
CCND2-AS1,0.000784507,0.001138463,0.002545826,0.000153713,0.000317863,0.000318254,0.001901619,0.000401881,0.000405553
CCND2,0.00052976,0.000182209,0.002068255,0.000194626,0.000237034,0.00015,0.001926208,0.000634462,0.000391576
TIGAR,0.100709006,0.058110692,0.011742112,7.95E-05,0.046731051,0.001336209,0.269755691,0.247188464,0.000856682
FGF23,0.014009453,0,0.006560505,0.108782336,0.042816181,0.033908516,0.001978507,0.007870886,0.000409707
C12orf4,0.001013267,0.000244519,0.002247439,0.000308752,0.000200362,0.000162197,0.001819069,0.001063624,0.000335627
RAD51AP1,0.016107379,0.015057196,0.001649358,0.000261619,0.043491323,0.000177997,0.130308226,0.008653434,0.000451751
DYRK4,0.020946976,0.005123307,0.00216889,0.046196561,0.00035645,0.000475512,0.002782478,0.00572242,0.052942041
AKAP3,0.02459595,0.001252664,0.016759381,0.002072571,0.001558287,0.001581284,0.009214101,0.119153507,0.000270872
NDUFA9,0.001193403,0.000252696,0.002334647,0.000299102,0.000235285,0.000159911,0.002180872,0.00052166,0.00040363
GALNT8,0.272206157,0.056360669,0.948527873,0.112631038,0.163075447,0.031510681,0.734570086,0.112231903,0.178453386
KCNA5,0.000632504,0.000216799,0.002199469,0.000267969,0.000262658,0.000172768,0.002045242,0.000466703,0.000309428
NTF3,0.001688751,0.000346478,0.002361072,0.000380147,0.000349305,0.000176395,0.002000831,0.009518758,0.000326668
ANO2,0.000496963,0.000261028,0.002289001,0.000188528,0.000234996,0.000154542,0.001945936,0.023101736,0.000482436
VWF,0.000500486,0.000139866,0.002025615,0.000196626,0.000231187,0.000153506,0.001769166,0.000706848,0.000450864
CD9,0.151860297,0.235908777,0.167587891,0.073188484,0.171740562,0.027666904,0.570256114,0.393232256,0.182269141
PLEKHG6,0.119051717,0.016854938,0.772988677,0.114487633,0.042895786,0.057283595,0.680907011,0.283382893,0.168478236
TNFRSF1A,0.00052909,0.000171826,0.002481779,0.000162501,0.000216648,0.000138726,0.001578632,0.000355674,0.000319082
SCNN1A,0.240068108,0.382633686,1.251215935,0.223097056,0.209364712,0.210662559,1.804593086,0.447831929,0.37042594
LTBR,0.001750519,0.000802046,1.316600204,0.000211452,0.000139749,0.000999583,0.135051861,0.003841328,0.000633259
AC005840.2,0.282124132,0.122759044,1.783420682,0.121403836,0.251520306,0.168715104,1.410167456,0.150834143,0.228761598
CD27-AS1,0.000873196,0.002094415,0.227140427,0.000311861,0.000345388,0.000303309,0.002878416,0.001138247,0.039510056
CD27,0.022483867,0.000523463,0.226328224,0.000232656,0.000161357,0.03037896,0.00302183,0.057318993,0.081418127
TAPBPL,0.018381013,0.038658589,0.377821356,0.114177175,0.00072863,0.000701837,0.558604956,0.211368024,0.168221921
VAMP1,0.152247742,0.011925511,0.645764232,0.000301401,0.090703711,0.00010274,0.6083951,0.086645789,0.049697433
AC005840.4,0.079535693,0.003254647,0.235331833,0.042248879,0.000487819,0.000248798,0.003153732,0.010406562,0.000364527
MRPL51,0.002834118,0.007976445,0.002134583,0.000505281,0.000186243,0.000160835,0.00232831,0.002585694,0.000480147
NCAPD2,0.358550966,0.250292122,1.130642772,0.080507956,0.182372928,0.105033524,1.871827364,0.260526747,0.212435901
AC006064.5,0.090741239,0.008790928,0.003394516,0.000558793,0.000237393,0.000281196,0.003726352,0.054715995,0.041265048
GAPDH,0.000633938,0.000377311,0.002453177,0.000455221,0.000225557,0.000143087,0.002652672,0.002298619,0.000309712
AC006064.4,1.871934056,3.198795319,3.601002216,0.270214558,0.136060059,0.346072704,4.155018806,3.17470479,0.555186391
IFFO1,0.009824056,0.000609726,0.001637049,0.035774611,0.037410915,5.57E-05,0.001185853,0.000552033,0.039963324
NOP2,0.132906377,0.077707723,0.001868487,0.000513464,0.071650878,0.035865754,0.333215982,0.177134648,0.046098258
CHD4,0.083074525,0.0487285,0.197880805,0.000848461,0.049099829,0.07493455,0.003162858,0.048284825,0.17111221
AC006064.2,0.199363768,0.061595425,1.064309835,0.050219525,0.05558892,0.116807684,0.847010314,0.111416087,0.047458153
LPAR5,0.000594085,0.000189414,0.002262016,0.000222239,0.000247433,0.000206984,0.002066404,0.000798607,0.000304177
ACRBP,0.007050603,0.004963695,0.002917428,0.000247678,0.00020681,0.00027421,0.004644557,0.004997755,0.000483465
ING4,0.001229043,0.001184891,0.003078006,0.000272964,0.000326189,0.000226614,0.004234254,0.004506477,0.000474695
ZNF384,0.022591567,0.027970945,0.001921553,0.000266858,0.000248713,0.034191359,0.302927583,0.050129339,0.045942992
COPS7A,0.028138496,0.010653495,0.014027674,0.042996734,0.012235719,0.07483314,0.143276706,0.076916911,0.04498972
AC125494.2,0.222036764,0,0.624239743,0.081055015,0.002645202,0.000273339,0.687253058,0.100150265,0.091304094
MLF2,0.000743186,0.000225422,0.002363028,0.000217199,0.000331218,0.0001968,0.001988077,0.000550311,0.000359697
PTMS,0.248082086,0.168238521,1.342155457,0.125160456,0.184083164,0.058582596,1.304265499,0.225510716,0.299433678
LAG3,0.821160257,0.866982341,0.784633815,0.261182845,0.378541768,0.221978679,1.737329364,0.564861774,0.430243641
CD4,0.017688964,0.020636445,0.016338348,0.001054163,0.000257685,0.000233194,0.266551495,0.026648218,0.00033765
GPR162,0.041686993,0.053571474,0.281306535,0.091108672,0.097347058,0.03695672,0.173766568,0.250864685,0.088584647
P3H3,0.012002604,0.017665869,0.012446061,0.000435484,0.000853604,0.034337629,0.005507411,0.022236243,0.003212694
GNB3,0.090122126,0.059925739,0.00644226,0.000328982,0.000216196,5.98E-05,0.168947279,0.163632438,0.063471392
CDCA3,0.008777576,0.00761789,0.0036235,0.000828667,0.000331213,0.000287095,0.119320966,0.015378318,0.000407438
USP5,0.018394995,0.000782267,0.198778972,0.044169407,0.000766073,0.000336219,0.131375656,0.002109594,0.000451162
TPI1,0.256726861,0.096712932,0.387066364,0.130654886,0.000290566,0.064785875,0.924601436,0.09826152,0.071037084
SPSB2,0.88687247,0.776040554,2.430696487,0.015521533,0.442614496,0.17042689,2.619123697,0.798206866,0.689385653
LRRC23,0.046682511,0.009435158,0.496670306,0.044746064,0.001025918,0.001800949,0.13389577,0.025097134,0.119781181
U47924.3,0.011532449,0.01439393,0.017011508,0.000333433,0.000896562,0.033713695,0.124330178,0.00951097,0.000365973
ENO2,0.000534826,0.000241286,0.002455688,0.000259424,0.000243447,0.000170589,0.001982137,0.000832103,0.000319242
ATN1,0.023480574,0.038109884,0.23101072,0.000319424,0.000231433,0.001329756,0.133171916,0.063406363,0.00083251
C12orf57,0.203654408,0.108287245,0.417804062,0.000351573,0.049450327,0.027158655,0.170199752,0.117149711,0.000811245
